FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202303,6,0,48548,1076602,"D","03/06/2023 00:00:00",55,"M","Vehicle/Towed Trailer",202303
202303,24,0,48779,1086263,"D","03/24/2023 00:00:00",67,"M","Mobile/Trailer Home",202303
202303,24,0,49122,1087403,"D","03/24/2023 00:00:00",33,"M","Mobile/Trailer Home",202303
202303,24,0,49123,1087403,"D","03/24/2023 00:00:00",1,"F","Mobile/Trailer Home",202303
202303,31,0,49103,1089126,"D","03/31/2023 00:00:00",56,"F","Unknown",202303
202303,31,0,49100,1089126,"D","03/31/2023 00:00:00",21,"F","Permanent Home",202303
202303,31,0,49101,1089126,"D","03/31/2023 00:00:00",22,"M","Permanent Home",202303
202303,31,0,49102,1089126,"D","03/31/2023 00:00:00",30,"F","Permanent Home",202303
202303,31,0,49107,1089395,"D","03/31/2023 00:00:00",31,"M","Permanent Home",202303
202303,31,0,49112,1089415,"D","03/31/2023 00:00:00",62,"F","Mobile/Trailer Home",202303
202303,31,0,49113,1089415,"D","03/31/2023 00:00:00",62,"M","Mobile/Trailer Home",202303
202303,31,0,49114,1089415,"D","03/31/2023 00:00:00",,"M","Mobile/Trailer Home",202303
202303,31,0,49115,1089415,"D","03/31/2023 00:00:00",,"F","Mobile/Trailer Home",202303
202303,31,0,49116,1089415,"D","03/31/2023 00:00:00",,"F","Mobile/Trailer Home",202303
202303,31,0,49108,1089415,"D","03/31/2023 00:00:00",70,"M","Permanent Home",202303
202303,31,0,49109,1089415,"D","03/31/2023 00:00:00",60,"F","Permanent Home",202303
202303,31,0,49110,1089415,"D","03/31/2023 00:00:00",56,"M","Permanent Home",202303
202303,31,0,49111,1089415,"D","03/31/2023 00:00:00",59,"F","Permanent Home",202303
202303,3,0,49033,1090837,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202303,3,0,49083,1090839,"D","03/03/2023 00:00:00",43,"M","Under Tree",202303
202303,3,0,49035,1090856,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202303,3,0,49036,1090857,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202303,3,0,49037,1090858,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202303,17,0,49149,1091071,"I","03/17/2023 00:00:00",71,"F","Vehicle/Towed Trailer",202303
202303,31,0,49059,1091590,"D","03/31/2023 00:00:00",,"","Permanent Home",202303
202303,31,0,49060,1091590,"D","03/31/2023 00:00:00",,"","Permanent Home",202303
202303,31,0,49061,1091590,"D","03/31/2023 00:00:00",,"","Permanent Home",202303
202304,1,0,49165,1097018,"I","04/01/2023 00:00:00",56,"M","Heavy Equipment/Construction",202303
202301,7,0,47905,1064478,"D","01/07/2023 00:00:00",58,"M","Outside/Open Areas",202301
202301,7,0,47906,1064478,"D","01/07/2023 00:00:00",52,"M","Outside/Open Areas",202301
202301,10,0,47919,1065428,"I","01/10/2023 00:00:00",58,"M","Vehicle/Towed Trailer",202301
202301,10,0,47920,1065428,"I","01/10/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,18,0,48169,1067014,"D","01/18/2023 00:00:00",73,"M","In Water",202301
202301,28,0,48160,1067600,"D","01/28/2023 00:00:00",35,"M","In Water",202301
202301,17,0,48181,1068797,"I","01/17/2023 00:00:00",51,"F","Vehicle/Towed Trailer",202301
202301,10,0,48652,1069180,"I","01/10/2023 00:00:00",57,"M","Vehicle/Towed Trailer",202301
202301,10,0,48653,1069180,"I","01/10/2023 00:00:00",37,"","Vehicle/Towed Trailer",202301
202301,25,0,48244,1069346,"I","01/25/2023 00:00:00",51,"F","Vehicle/Towed Trailer",202301
202301,31,0,48270,1070068,"I","01/31/2023 00:00:00",18,"M","Vehicle/Towed Trailer",202301
202301,31,0,48271,1070217,"I","01/31/2023 00:00:00",34,"M","Vehicle/Towed Trailer",202301
202301,31,0,48272,1070217,"I","01/31/2023 00:00:00",46,"M","Vehicle/Towed Trailer",202301
202301,31,0,48273,1070217,"I","01/31/2023 00:00:00",40,"M","Vehicle/Towed Trailer",202301
202301,28,0,48444,1072116,"I","01/28/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,28,0,48613,1073192,"I","01/28/2023 00:00:00",,"F","Vehicle/Towed Trailer",202301
202301,31,0,48486,1073608,"D","01/31/2023 00:00:00",17,"F","Outside/Open Areas",202301
202301,31,0,48487,1073610,"D","01/31/2023 00:00:00",61,"M","Outside/Open Areas",202301
202301,16,0,48626,1073902,"I","01/16/2023 00:00:00",50,"F","Vehicle/Towed Trailer",202301
202301,22,0,48654,1074939,"D","01/22/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,9,0,48514,1075143,"D","01/09/2023 00:00:00",,"","Permanent Home",202301
202301,1,0,48530,1075542,"D","01/01/2023 00:00:00",45,"M","Vehicle/Towed Trailer",202301
202301,1,0,48681,1075548,"D","01/01/2023 00:00:00",61,"F","Vehicle/Towed Trailer",202301
202301,1,0,48533,1075556,"D","01/01/2023 00:00:00",57,"F","Vehicle/Towed Trailer",202301
202301,30,0,48616,1075739,"I","01/30/2023 00:00:00",45,"M","Vehicle/Towed Trailer",202301
202301,4,0,48686,1075979,"I","01/04/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,27,0,48559,1076736,"I","01/27/2023 00:00:00",47,"M","Vehicle/Towed Trailer",202301
202301,27,0,48560,1076736,"I","01/27/2023 00:00:00",46,"F","Vehicle/Towed Trailer",202301
202301,30,0,48562,1076817,"D","01/30/2023 00:00:00",1,"F","Vehicle/Towed Trailer",202301
202301,19,0,48619,1078472,"D","01/19/2023 00:00:00",72,"F","Vehicle/Towed Trailer",202301
202301,23,0,48620,1078472,"D","01/23/2023 00:00:00",77,"M","Vehicle/Towed Trailer",202301
202301,31,0,48625,1078574,"I","01/31/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,4,0,48630,1078627,"I","01/04/2023 00:00:00",19,"F","Vehicle/Towed Trailer",202301
202301,3,0,48629,1078683,"I","01/03/2023 00:00:00",33,"M","In Water",202301
202301,23,0,48688,1078721,"I","01/23/2023 00:00:00",44,"M","Vehicle/Towed Trailer",202301
202301,9,0,48634,1078851,"D","01/09/2023 00:00:00",32,"M","Outside/Open Areas",202301
202301,7,0,48644,1078915,"D","01/07/2023 00:00:00",40,"F","Under Tree",202301
202301,7,0,48643,1078937,"D","01/07/2023 00:00:00",61,"M","Under Tree",202301
202301,9,0,48645,1078958,"D","01/09/2023 00:00:00",5,"M","In Water",202301
202301,11,0,48683,1079062,"I","01/11/2023 00:00:00",23,"F","Vehicle/Towed Trailer",202301
202301,25,0,48684,1079077,"I","01/25/2023 00:00:00",49,"F","Vehicle/Towed Trailer",202301
202301,9,0,48695,1079900,"D","01/09/2023 00:00:00",,"F","Permanent Home",202301
202305,6,0,48782,1086404,"I","05/06/2023 00:00:00",94,"M","In Water",202305
202305,13,0,48805,1087621,"D","05/13/2023 00:00:00",41,"M","Mobile/Trailer Home",202305
202305,21,0,48855,1089406,"D","05/21/2023 00:00:00",34,"M","In Water",202305
202305,23,0,49024,1090829,"D","05/23/2023 00:00:00",35,"M","Heavy Equipment/Construction",202305
202305,23,0,49025,1090829,"D","05/23/2023 00:00:00",21,"M","Heavy Equipment/Construction",202305
202305,27,0,49063,1092072,"D","05/27/2023 00:00:00",52,"M","In Water",202305
202305,29,0,49139,1092357,"D","05/29/2023 00:00:00",75,"M","In Water",202305
202301,12,0,48720,1076639,"D","01/12/2023 00:00:00",70,"M","Mobile/Trailer Home",202301
202301,12,0,48721,1076639,"D","01/12/2023 00:00:00",59,"F","Mobile/Trailer Home",202301
202301,12,0,48722,1076639,"D","01/12/2023 00:00:00",46,"M","Mobile/Trailer Home",202301
202301,12,0,48723,1076639,"D","01/12/2023 00:00:00",21,"F","Mobile/Trailer Home",202301
202301,12,0,48724,1076639,"D","01/12/2023 00:00:00",59,"M","Mobile/Trailer Home",202301
202301,12,0,48725,1076639,"D","01/12/2023 00:00:00",61,"F","Mobile/Trailer Home",202301
202301,12,0,48726,1076639,"D","01/12/2023 00:00:00",50,"M","Mobile/Trailer Home",202301
202303,3,0,48573,1077176,"D","03/03/2023 00:00:00",56,"M","Outside/Open Areas",202303
202301,12,0,49296,1079339,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49295,1079339,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,12,0,49298,1079340,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49297,1079340,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,12,0,49300,1079341,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49299,1079341,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,12,0,49302,1079342,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49301,1079342,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202303,31,0,48822,1088285,"D","03/31/2023 00:00:00",40,"M","Permanent Structure",202303
202303,31,0,48823,1088285,"D","03/31/2023 00:00:00",50,"F","Permanent Structure",202303
202303,31,0,48824,1088285,"D","03/31/2023 00:00:00",69,"F","Permanent Structure",202303
202304,1,0,49041,1091003,"D","04/01/2023 00:00:00",,"","Unknown",202304
202304,19,0,49349,1094927,"D","04/19/2023 00:00:00",66,"M","Mobile/Trailer Home",202304
202304,16,0,48730,1081889,"D","04/16/2023 00:00:00",39,"M","Boating",202304
202304,22,0,48738,1082384,"D","04/22/2023 00:00:00",12,"","Under Tree",202304
202304,1,0,48735,1082450,"D","04/01/2023 00:00:00",,"F","Ball Field",202304
202304,29,0,48749,1084359,"D","04/29/2023 00:00:00",1,"M","Outside/Open Areas",202304
202304,6,0,49055,1084485,"D","04/06/2023 00:00:00",16,"M","In Water",202304
202304,6,0,49056,1084486,"D","04/06/2023 00:00:00",50,"M","In Water",202304
202304,28,0,48755,1084489,"D","04/28/2023 00:00:00",39,"M","In Water",202304
202304,6,0,48756,1084594,"D","04/06/2023 00:00:00",,"M","In Water",202304
202304,4,0,48763,1085126,"D","04/04/2023 00:00:00",50,"M","In Water",202304
202304,5,0,48790,1086003,"D","04/05/2023 00:00:00",62,"M","Mobile/Trailer Home",202304
202304,5,0,48791,1086003,"D","04/05/2023 00:00:00",57,"F","Mobile/Trailer Home",202304
202304,5,0,48792,1086003,"D","04/05/2023 00:00:00",37,"M","Mobile/Trailer Home",202304
202304,5,0,48793,1086003,"D","04/05/2023 00:00:00",16,"F","Mobile/Trailer Home",202304
202304,5,0,48794,1086003,"D","04/05/2023 00:00:00",18,"M","Mobile/Trailer Home",202304
202304,16,0,49148,1088298,"D","04/16/2023 00:00:00",54,"F","Vehicle/Towed Trailer",202304
202304,1,0,49163,1089589,"D","04/01/2023 00:00:00",55,"M","Mobile/Trailer Home",202304
202304,29,0,49019,1090556,"D","04/29/2023 00:00:00",14,"M","In Water",202304
202304,13,0,49057,1091574,"D","04/13/2023 00:00:00",12,"M","Other",202304
202304,7,0,49058,1091575,"D","04/07/2023 00:00:00",13,"M","In Water",202304
202304,1,0,49126,1092807,"D","04/01/2023 00:00:00",90,"F","Permanent Home",202304
202304,11,0,49131,1093810,"I","04/11/2023 00:00:00",39,"M","Outside/Open Areas",202304
202304,9,0,49146,1095873,"D","04/09/2023 00:00:00",38,"M","In Water",202304
202304,9,0,49147,1095873,"D","04/09/2023 00:00:00",38,"M","In Water",202304
202304,17,0,49151,1096152,"I","04/17/2023 00:00:00",50,"M","Permanent Structure",202304
202304,3,0,49155,1096604,"D","04/03/2023 00:00:00",68,"F","Mobile/Trailer Home",202304
202304,1,0,49154,1096614,"D","04/01/2023 00:00:00",65,"F","Outside/Open Areas",202304
202305,29,0,49076,1092358,"D","05/29/2023 00:00:00",22,"M","In Water",202305
202305,16,0,49129,1093067,"D","05/16/2023 00:00:00",65,"M","Vehicle/Towed Trailer",202305
202305,28,0,49167,1098330,"D","05/28/2023 00:00:00",19,"M","In Water",202305
202305,4,0,49259,1100246,"D","05/04/2023 00:00:00",29,"F","Mobile/Trailer Home",202305
202305,4,0,49260,1100246,"D","05/04/2023 00:00:00",33,"M","Mobile/Trailer Home",202305
202305,20,0,49219,1100345,"D","05/20/2023 00:00:00",65,"M","Outside/Open Areas",202305
202305,20,0,49220,1100345,"D","05/20/2023 00:00:00",72,"M","Outside/Open Areas",202305
202305,15,0,49261,1101103,"D","05/15/2023 00:00:00",34,"M","Outside/Open Areas",202305
202306,16,0,49262,1101103,"D","06/16/2023 00:00:00",6,"M","Outside/Open Areas",202305
202305,21,0,49263,1102212,"D","05/21/2023 00:00:00",62,"M","In Water",202305
202305,21,0,49264,1102212,"D","05/21/2023 00:00:00",21,"M","In Water",202305
202305,6,0,49267,1102408,"D","05/06/2023 00:00:00",21,"M","In Water",202305
202305,16,0,49285,1103305,"D","05/16/2023 00:00:00",81,"F","Vehicle/Towed Trailer",202305
202305,1,0,49286,1103305,"D","05/01/2023 00:00:00",64,"M","Vehicle/Towed Trailer",202305
202305,1,0,49287,1103305,"D","05/01/2023 00:00:00",88,"F","Vehicle/Towed Trailer",202305
202305,1,0,49288,1103305,"D","05/01/2023 00:00:00",73,"M","Vehicle/Towed Trailer",202305
202305,1,0,49289,1103305,"D","05/01/2023 00:00:00",71,"F","Vehicle/Towed Trailer",202305
202305,1,0,49290,1103305,"D","05/01/2023 00:00:00",55,"M","Vehicle/Towed Trailer",202305
202305,1,0,49291,1103305,"D","05/01/2023 00:00:00",54,"F","Vehicle/Towed Trailer",202305
202305,1,0,49292,1103305,"D","05/01/2023 00:00:00",58,"M","Vehicle/Towed Trailer",202305
202305,12,0,49293,1103369,"D","05/12/2023 00:00:00",18,"M","In Water",202305
202302,2,0,48716,1075461,"I","02/02/2023 00:00:00",35,"M","Vehicle/Towed Trailer",202302
202302,2,0,48717,1075467,"I","02/02/2023 00:00:00",45,"M","Vehicle/Towed Trailer",202302
202302,9,0,48719,1076985,"I","02/09/2023 00:00:00",27,"M","Vehicle/Towed Trailer",202302
202302,26,0,48806,1081667,"D","02/26/2023 00:00:00",62,"M","Mobile/Trailer Home",202302
202302,23,0,48852,1083140,"D","02/23/2023 00:00:00",24,"M","Outside/Open Areas",202302
202301,28,0,48170,1068306,"D","01/28/2023 00:00:00",27,"M","In Water",202301
202301,29,0,48567,1076699,"I","01/29/2023 00:00:00",20,"F","Vehicle/Towed Trailer",202301
202301,9,0,48646,1079026,"D","01/09/2023 00:00:00",43,"F","Vehicle/Towed Trailer",202301
202301,14,0,48702,1080453,"D","01/14/2023 00:00:00",73,"F","Under Tree",202301
202303,5,0,48504,1074496,"D","03/05/2023 00:00:00",60,"M","In Water",202303
202303,3,0,48506,1074596,"D","03/03/2023 00:00:00",46,"F","Vehicle/Towed Trailer",202303
202303,3,0,48507,1074596,"D","03/03/2023 00:00:00",64,"M","Vehicle/Towed Trailer",202303
202303,3,0,48542,1076235,"D","03/03/2023 00:00:00",33,"M","In Water",202303
202303,3,0,48543,1076235,"D","03/03/2023 00:00:00",61,"M","In Water",202303
202303,2,0,48544,1076234,"D","03/02/2023 00:00:00",49,"F","In Water",202303
202303,16,0,48545,1076236,"D","03/16/2023 00:00:00",,"M","In Water",202303
202303,16,0,48546,1076237,"D","03/16/2023 00:00:00",47,"M","In Water",202303
202303,16,0,48547,1076237,"D","03/16/2023 00:00:00",50,"M","In Water",202303
202303,19,0,48609,1077867,"D","03/19/2023 00:00:00",54,"M","Outside/Open Areas",202303
202303,3,0,48647,1073893,"D","03/03/2023 00:00:00",62,"M","Vehicle/Towed Trailer",202303
202303,3,0,48648,1073911,"D","03/03/2023 00:00:00",15,"F","Outside/Open Areas",202303
202303,3,0,48649,1073911,"D","03/03/2023 00:00:00",81,"F","Outside/Open Areas",202303
202303,2,0,48682,1079562,"D","03/02/2023 00:00:00",,"","Unknown",202303
202303,16,0,48685,1079654,"D","03/16/2023 00:00:00",5,"F","Outside/Open Areas",202303
202303,3,0,48692,1079754,"D","03/03/2023 00:00:00",70,"M","Vehicle/Towed Trailer",202303
202303,24,0,48693,1079802,"D","03/24/2023 00:00:00",40,"M","In Water",202303
202303,24,0,48694,1079803,"D","03/24/2023 00:00:00",55,"M","In Water",202303
202303,24,0,48710,1080876,"D","03/24/2023 00:00:00",74,"M","In Water",202303
202303,10,0,48713,1080877,"D","03/10/2023 00:00:00",18,"M","In Water",202303
202303,17,0,48728,1077864,"D","03/17/2023 00:00:00",36,"M","Outside/Open Areas",202303
202303,10,0,48740,1082977,"I","03/10/2023 00:00:00",,"","Vehicle/Towed Trailer",202303
202303,17,0,48751,1084397,"D","03/17/2023 00:00:00",35,"M","Outside/Open Areas",202303
202303,25,0,48757,1084610,"D","03/25/2023 00:00:00",70,"F","Vehicle/Towed Trailer",202303
202303,22,0,48761,1085006,"D","03/22/2023 00:00:00",27,"F","In Water",202303
202303,22,0,48762,1085006,"D","03/22/2023 00:00:00",7,"M","In Water",202303
202303,10,0,48764,1085264,"D","03/10/2023 00:00:00",57,"M","Permanent Structure",202303
202303,4,0,48766,1080456,"I","03/04/2023 00:00:00",69,"M","Under Tree",202303
202303,21,0,48783,1086521,"D","03/21/2023 00:00:00",,"F","Outside/Open Areas",202303
202303,21,0,48785,1086657,"D","03/21/2023 00:00:00",79,"M","Under Tree",202303
202303,21,0,48786,1086658,"D","03/21/2023 00:00:00",63,"M","Under Tree",202303
202303,21,0,48787,1086656,"D","03/21/2023 00:00:00",29,"M","Under Tree",202303
202303,21,0,48788,1086659,"D","03/21/2023 00:00:00",36,"M","Under Tree",202303
202303,3,0,48789,1074896,"D","03/03/2023 00:00:00",11,"M","In Water",202303
202303,29,0,48808,1087858,"D","03/29/2023 00:00:00",,"M","Permanent Home",202303
202303,23,0,48814,1088056,"D","03/23/2023 00:00:00",49,"F","Vehicle/Towed Trailer",202303
202303,31,0,48827,1085836,"D","03/31/2023 00:00:00",50,"M","Business",202303
202303,25,0,48834,1088932,"D","03/25/2023 00:00:00",44,"M","Boating",202303
202303,12,0,48835,1088947,"D","03/12/2023 00:00:00",28,"F","In Water",202303
202303,12,0,48836,1088947,"D","03/12/2023 00:00:00",8,"F","In Water",202303
202303,12,0,48837,1088947,"D","03/12/2023 00:00:00",7,"F","In Water",202303
202303,10,0,48853,1087896,"I","03/10/2023 00:00:00",29,"M","Vehicle/Towed Trailer",202303
202303,31,0,48865,1089117,"I","03/31/2023 00:00:00",,"M","Permanent Home",202303
202303,23,0,48866,1088048,"D","03/23/2023 00:00:00",20,"M","Vehicle/Towed Trailer",202303
202303,23,0,48867,1088048,"D","03/23/2023 00:00:00",19,"M","Vehicle/Towed Trailer",202303
202303,21,0,48868,1089507,"I","03/21/2023 00:00:00",56,"M","Vehicle/Towed Trailer",202303
202303,9,0,48869,1087897,"D","03/09/2023 00:00:00",46,"M","Outside/Open Areas",202303
202303,14,0,48870,1088848,"D","03/14/2023 00:00:00",,"","Outside/Open Areas",202303
202303,15,0,48871,1088848,"D","03/15/2023 00:00:00",,"","Outside/Open Areas",202303
202303,21,0,48890,1088869,"I","03/21/2023 00:00:00",46,"F","Vehicle/Towed Trailer",202303
202303,21,0,48891,1088869,"I","03/21/2023 00:00:00",64,"F","Vehicle/Towed Trailer",202303
202303,21,0,48892,1088869,"I","03/21/2023 00:00:00",16,"M","Vehicle/Towed Trailer",202303
202303,27,0,48893,1088836,"D","03/27/2023 00:00:00",38,"M","Outside/Open Areas",202303
202303,31,0,48969,1089564,"D","03/31/2023 00:00:00",53,"M","Camping",202303
202303,31,0,48970,1089564,"D","03/31/2023 00:00:00",47,"F","Camping",202303
202303,18,0,48979,1090054,"D","03/18/2023 00:00:00",81,"M","In Water",202303
202303,18,0,49013,1090100,"D","03/18/2023 00:00:00",81,"M","In Water",202303
202303,14,0,49020,1090695,"I","03/14/2023 00:00:00",83,"M","Vehicle/Towed Trailer",202303
202303,12,0,49021,1090814,"D","03/12/2023 00:00:00",29,"M","Outside/Open Areas",202303
202303,1,0,49023,1084499,"D","03/01/2023 00:00:00",,"","Permanent Home",202303
202303,31,0,49049,1089561,"D","03/31/2023 00:00:00",61,"F","Permanent Home",202303
202303,31,0,49050,1089561,"D","03/31/2023 00:00:00",38,"M","Permanent Home",202303
202303,31,0,49051,1089561,"D","03/31/2023 00:00:00",47,"M","Mobile/Trailer Home",202303
202303,31,0,49106,1089588,"D","03/31/2023 00:00:00",55,"M","Mobile/Trailer Home",202303
